"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.828068785E1,-6.286875153E1,-5.726250076E1,-1.059937515E2
4.830068963E1,-6.277500153E1,-5.705625153E1,-1.047375031E2
4.832068702E1,-6.294375229E1,-5.675625229E1,-1.054312515E2
4.834069176E1,-6.279375076E1,-5.921250153E1,-1.058812561E2
4.836069120E1,-6.270000076E1,-5.756250381E1,-1.054312515E2
4.838068898E1,-6.268125153E1,-5.735625076E1,-1.056562576E2
4.840067957E1,-6.251250076E1,-5.602500153E1,-1.053187561E2
4.842068399E1,-6.281250381E1,-5.788125229E1,-1.052062531E2
4.844067855E1,-6.281250381E1,-5.788125229E1,-1.052062531E2
4.846068330E1,-6.270000076E1,-5.746875381E1,-1.055437546E2
4.848068340E1,-6.298125076E1,-5.737500381E1,-1.049625015E2
4.850067934E1,-6.313125229E1,-5.677500153E1,-1.058812561E2
4.852068338E1,-6.328125381E1,-5.758125305E1,-1.049625015E2
4.854068072E1,-6.324375153E1,-5.707500076E1,-1.059937515E2
4.856068558E1,-6.305625153E1,-5.666250229E1,-1.047375031E2
4.858068567E1,-6.318750381E1,-5.758125305E1,-1.056562576E2
4.860068211E1,-6.346875381E1,-5.718750381E1,-1.053187561E2
4.862068816E1,-6.303750229E1,-5.634375381E1,-1.041750031E2
4.864068839E1,-6.320625305E1,-5.780625153E1,-1.058812561E2
4.866068455E1,-6.305625153E1,-5.718750381E1,-1.058812561E2
4.868069195E1,-6.313125229E1,-5.808750153E1,-1.047375031E2
4.870068838E1,-6.324375153E1,-5.666250229E1,-1.050750046E2
4.872069282E1,-6.301875305E1,-5.636250305E1,-1.063500061E2
4.874069192E1,-6.309375381E1,-5.778750229E1,-1.053187561E2
4.876068920E1,-6.300000381E1,-5.767500305E1,-1.056562576E2
4.878068299E1,-6.283125305E1,-5.808750153E1,-1.052062531E2
4.880068503E1,-6.277500153E1,-5.716875076E1,-1.060125046E2
4.882068309E1,-6.309375381E1,-5.758125305E1,-1.057687531E2
4.884068746E1,-6.283125305E1,-5.643750381E1,-1.047375031E2
4.886069213E1,-6.300000381E1,-5.778750229E1,-1.061250076E2
4.888068560E1,-6.331875229E1,-5.626875305E1,-1.053187561E2
4.890069244E1,-6.311250305E1,-5.615625381E1,-1.053187561E2
4.892069763E1,-6.283125305E1,-5.655000305E1,-1.055437546E2
4.894070171E1,-6.301875305E1,-5.625000381E1,-1.052062531E2
4.896070069E1,-6.316875076E1,-5.728125381E1,-1.054312515E2
4.898069535E1,-6.298125076E1,-5.726250076E1,-1.052062531E2
4.900069841E1,-6.281250381E1,-5.604375076E1,-1.050937576E2
4.902069495E1,-6.315000153E1,-5.514375305E1,-1.054312515E2
4.904068998E1,-6.307500076E1,-5.737500381E1,-1.054312515E2
4.906069177E1,-6.305625153E1,-5.675625229E1,-1.054312515E2
4.908069085E1,-6.292500305E1,-5.634375381E1,-1.055437546E2
4.910068662E1,-6.311250305E1,-5.788125229E1,-1.057687531E2
4.912068998E1,-6.286875153E1,-5.553750229E1,-1.068187561E2
4.914068846E1,-6.281250381E1,-5.786250305E1,-1.047375031E2
4.916068167E1,-6.307500076E1,-5.728125381E1,-1.057687531E2
4.918068902E1,-6.298125076E1,-5.748750305E1,-1.057687531E2
4.920068729E1,-6.292500305E1,-5.634375381E1,-1.056562576E2
4.922068128E1,-6.307500076E1,-5.728125381E1,-1.062375031E2
4.924068493E1,-6.307500076E1,-5.728125381E1,-1.055437546E2
4.926068385E1,-6.301875305E1,-5.788125229E1,-1.052062531E2
4.928068996E1,-6.316875076E1,-5.718750381E1,-1.056562576E2
4.930069094E1,-6.309375381E1,-5.767500305E1,-1.048500061E2
4.932068621E1,-6.316875076E1,-5.728125381E1,-1.053187561E2
4.934068949E1,-6.281250381E1,-5.756250381E1,-1.047375031E2
4.936068960E1,-6.309375381E1,-5.767500305E1,-1.049625015E2
4.938068550E1,-6.307500076E1,-5.748750305E1,-1.056562576E2
4.940068935E1,-6.290625381E1,-5.788125229E1,-1.056562576E2
4.942068861E1,-6.298125076E1,-5.758125305E1,-1.055437546E2
4.944068359E1,-6.298125076E1,-5.595000076E1,-1.071562576E2
4.946068683E1,-6.296250153E1,-5.716875076E1,-1.055437546E2
4.948068620E1,-6.281250381E1,-5.776875305E1,-1.050937576E2
4.950067913E1,-6.309375381E1,-5.778750229E1,-1.057687531E2
4.952068154E1,-6.335625076E1,-5.893125153E1,-1.058812561E2
4.954067923E1,-6.337500381E1,-5.780625153E1,-1.074937515E2
4.956068648E1,-6.320625305E1,-5.799375153E1,-1.053187561E2
4.958068827E1,-6.300000381E1,-5.767500305E1,-1.058812561E2
4.960068532E1,-6.307500076E1,-5.728125381E1,-1.054312515E2
4.962069001E1,-6.279375076E1,-5.737500381E1,-1.056562576E2
4.964068789E1,-6.309375381E1,-5.737500381E1,-1.047375031E2
4.966069336E1,-6.328125381E1,-5.739375305E1,-1.052062531E2
4.968069337E1,-6.303750229E1,-5.818125153E1,-1.049625015E2
4.970068952E1,-6.301875305E1,-5.645625305E1,-1.063500061E2
4.972069519E1,-6.268125153E1,-5.735625076E1,-1.054312515E2
4.974069551E1,-6.301875305E1,-5.778750229E1,-1.053187561E2
4.976069140E1,-6.335625076E1,-5.728125381E1,-1.056562576E2
4.978069376E1,-6.307500076E1,-5.737500381E1,-1.052062531E2
4.980069122E1,-6.270000076E1,-5.746875381E1,-1.054312515E2
4.982068520E1,-6.328125381E1,-5.739375305E1,-1.052062531E2
4.984068750E1,-6.288750076E1,-5.737500381E1,-1.053187561E2
4.986068656E1,-6.290625381E1,-5.788125229E1,-1.054312515E2
4.988068236E1,-6.296250153E1,-5.491875076E1,-1.033687515E2
4.990068697E1,-6.301875305E1,-5.604375076E1,-1.049625015E2
4.990068697E1,-1.774818848E3,-1.436437531E2,-9.536250305E1
4.992069078E1,-6.307500076E1,-5.748750305E1,-1.055437546E2
4.994070276E1,-6.277500153E1,-5.737500381E1,-1.061250076E2
4.996072939E1,-6.292500305E1,-5.797500229E1,-1.054312515E2
4.998075876E1,-6.256875229E1,-5.715000153E1,-1.063500061E2
5.000079397E1,-6.281250381E1,-5.786250305E1,-1.048687515E2
5.002081938E1,-6.273750305E1,-5.827500153E1,-1.050937576E2
5.004083093E1,-6.241875076E1,-5.786250305E1,-1.056562576E2
5.006084519E1,-6.270000076E1,-5.735625076E1,-1.048687515E2
5.008085175E1,-6.262500381E1,-5.655000305E1,-1.065750046E2
5.010084691E1,-6.285000229E1,-5.686875153E1,-1.062375031E2
5.012084920E1,-6.260625076E1,-5.746875381E1,-1.053187561E2
5.014084610E1,-6.266250229E1,-5.683125305E1,-1.048687515E2
5.016083763E1,-6.273750305E1,-5.623125076E1,-1.049625015E2
5.018083745E1,-6.283125305E1,-5.634375381E1,-1.050937576E2
5.020083070E1,-6.271875381E1,-5.797500229E1,-1.059937515E2
5.022083245E1,-6.290625381E1,-5.756250381E1,-1.054312515E2
5.024083112E1,-6.277500153E1,-5.737500381E1,-1.058812561E2
5.026082826E1,-6.268125153E1,-5.726250076E1,-1.053187561E2
5.028081971E1,-6.298125076E1,-5.748750305E1,-1.063500061E2
5.030082066E1,-6.277500153E1,-5.705625153E1,-1.053187561E2
5.032081757E1,-6.290625381E1,-5.767500305E1,-1.054312515E2
5.034082212E1,-6.268125153E1,-5.705625153E1,-1.050937576E2
5.036082001E1,-6.290625381E1,-5.788125229E1,-1.056562576E2
5.038082594E1,-6.286875153E1,-5.705625153E1,-1.057875061E2
5.040082832E1,-6.275625229E1,-5.685000229E1,-1.049625015E2
5.042082778E1,-6.271875381E1,-5.776875305E1,-1.054312515E2
5.044082179E1,-6.279375076E1,-5.746875381E1,-1.049625015E2
5.046082359E1,-6.320625305E1,-5.778750229E1,-1.052062531E2
5.048082085E1,-6.348750305E1,-5.760000229E1,-1.053187561E2
5.050082652E1,-6.288750076E1,-5.737500381E1,-1.049625015E2
5.052082654E1,-6.301875305E1,-5.788125229E1,-1.053187561E2
5.054082098E1,-6.288750076E1,-5.716875076E1,-1.050937576E2
5.056082393E1,-6.288750076E1,-5.758125305E1,-1.056562576E2
5.058082437E1,-6.298125076E1,-5.726250076E1,-1.050937576E2
5.060082020E1,-6.277500153E1,-5.857500076E1,-1.046250076E2
5.062082431E1,-6.266250229E1,-5.694375229E1,-1.055437546E2
5.064082328E1,-6.288750076E1,-5.746875381E1,-1.059937515E2
5.066081668E1,-6.305625153E1,-5.707500076E1,-1.054312515E2
5.068081896E1,-6.288750076E1,-5.748750305E1,-1.062375031E2
5.070081938E1,-6.275625229E1,-5.675625229E1,-1.056562576E2
5.072081521E1,-6.277500153E1,-5.705625153E1,-1.047375031E2
5.074081719E1,-6.292500305E1,-5.625000381E1,-1.052062531E2
5.076081685E1,-6.296250153E1,-5.716875076E1,-1.056562576E2
5.078082349E1,-6.318750381E1,-5.737500381E1,-1.050750046E2
5.080082465E1,-6.301875305E1,-5.626875305E1,-1.066875076E2
5.082081939E1,-6.298125076E1,-5.737500381E1,-1.048687515E2
5.084082268E1,-6.281250381E1,-5.767500305E1,-1.047375031E2
5.086082218E1,-6.277500153E1,-5.716875076E1,-1.049625015E2
5.088081721E1,-6.294375229E1,-5.655000305E1,-1.052062531E2
5.090082162E1,-6.339375305E1,-5.791875076E1,-1.053187561E2
5.092082092E1,-6.290625381E1,-5.767500305E1,-1.052062531E2
5.094082782E1,-6.286875153E1,-5.716875076E1,-1.055437546E2
5.096082928E1,-6.283125305E1,-5.634375381E1,-1.057875061E2
5.098082665E1,-6.290625381E1,-5.756250381E1,-1.052062531E2
5.100083464E1,-6.303750229E1,-5.625000381E1,-1.046250076E2
5.102083093E1,-6.309375381E1,-5.769375229E1,-1.056562576E2
5.104082403E1,-6.275625229E1,-5.675625229E1,-1.060125046E2
5.106083434E1,-6.277500153E1,-5.705625153E1,-1.045125046E2
5.108083144E1,-6.296250153E1,-5.696250153E1,-1.056562576E2
5.110082503E1,-6.290625381E1,-5.756250381E1,-1.050937576E2
5.112082668E1,-6.288750076E1,-5.737500381E1,-1.052062531E2
5.114082289E1,-6.279375076E1,-5.735625076E1,-1.047375031E2
5.116082688E1,-6.307500076E1,-5.737500381E1,-1.053187561E2
5.118082695E1,-6.273750305E1,-5.623125076E1,-1.050937576E2
5.120082233E1,-6.281250381E1,-5.604375076E1,-1.058812561E2
5.122082763E1,-6.324375153E1,-5.688750076E1,-1.055437546E2
5.124082751E1,-6.296250153E1,-5.686875153E1,-1.052062531E2
5.126082398E1,-6.277500153E1,-5.694375229E1,-1.053187561E2
5.128082779E1,-6.296250153E1,-5.523750305E1,-1.056562576E2
5.130082534E1,-6.298125076E1,-5.542500305E1,-1.033687515E2
5.132081957E1,-6.273750305E1,-5.623125076E1,-1.048687515E2
5.134082798E1,-6.275625229E1,-5.696250153E1,-1.056562576E2
5.136082668E1,-6.292500305E1,-5.625000381E1,-1.054312515E2
5.138082117E1,-6.292500305E1,-5.613750076E1,-1.050937576E2
5.140082449E1,-6.281250381E1,-5.583750153E1,-1.045125046E2
5.142082243E1,-6.281250381E1,-5.613750076E1,-1.049625015E2
5.144082822E1,-6.303750229E1,-5.656875229E1,-1.052062531E2
5.146082688E1,-6.268125153E1,-5.735625076E1,-1.054312515E2
5.148082197E1,-6.279375076E1,-5.735625076E1,-1.047375031E2
5.150082695E1,-6.292500305E1,-5.656875229E1,-1.066875076E2
5.152082689E1,-6.309375381E1,-5.758125305E1,-1.056562576E2
5.154082283E1,-6.300000381E1,-5.758125305E1,-1.050750046E2
5.156082713E1,-6.326250076E1,-5.728125381E1,-1.065750046E2
5.158082599E1,-6.352500153E1,-5.647500229E1,-1.052062531E2
5.160082099E1,-6.324375153E1,-5.698125076E1,-1.052062531E2
5.162082757E1,-6.376875305E1,-5.731875229E1,-1.052062531E2
5.164082376E1,-6.369375229E1,-5.791875076E1,-1.051875076E2
5.166082866E1,-6.363750076E1,-5.658750153E1,-1.047375031E2
5.168083527E1,-6.373125076E1,-5.711250305E1,-1.059937515E2
5.170084158E1,-6.386250305E1,-5.578125381E1,-1.054312515E2
5.172084250E1,-6.390000153E1,-5.812500381E1,-1.050750046E2
5.174083845E1,-6.373125076E1,-5.690625381E1,-1.049625015E2
5.176083310E1,-6.455625153E1,-5.754375076E1,-1.047375031E2
5.178082603E1,-6.420000458E1,-5.825625229E1,-1.050750046E2
5.180082335E1,-6.427500153E1,-5.784375381E1,-1.047375031E2
5.182081722E1,-6.431250000E1,-5.855625153E1,-1.043812561E2
5.184081962E1,-6.444375610E1,-5.887500381E1,-1.041562576E2
5.186081999E1,-6.453750610E1,-5.756250381E1,-1.058812561E2
5.188081597E1,-6.459375000E1,-5.816250229E1,-1.046062546E2
5.190082022E1,-6.487500000E1,-5.797500229E1,-1.046062546E2
5.192081863E1,-6.476250458E1,-5.765625381E1,-1.043812561E2
5.194082393E1,-6.476250458E1,-5.765625381E1,-1.035750046E2
5.196082417E1,-6.526875305E1,-5.820000076E1,-1.044937515E2
5.198082041E1,-6.521250153E1,-5.891250229E1,-1.042687531E2
5.200082506E1,-6.536250305E1,-5.831250381E1,-1.046062546E2
5.202082557E1,-6.556875610E1,-5.801250076E1,-1.038187561E2
5.204082228E1,-6.566250610E1,-5.842500305E1,-1.043812561E2
5.206082645E1,-6.590625000E1,-5.904375076E1,-1.036875076E2
5.208082710E1,-6.579375458E1,-5.863125229E1,-1.039125061E2
5.210082071E1,-6.626250458E1,-5.855625153E1,-1.039125061E2
5.212082246E1,-6.603750610E1,-5.750625229E1,-1.028812561E2
5.214082010E1,-6.626250458E1,-5.835000229E1,-1.034625015E2
5.216083227E1,-6.626250458E1,-5.855625153E1,-1.034625015E2
5.218082122E1,-6.631875610E1,-5.936250305E1,-1.033312531E2
5.220082023E1,-6.663750458E1,-5.795625305E1,-1.025437546E2
5.222082637E1,-6.656250000E1,-5.703750229E1,-1.048312531E2
5.224082531E1,-6.654375458E1,-5.825625229E1,-1.032375031E2
5.226082428E1,-6.673125458E1,-5.816250229E1,-1.028812561E2
5.228082243E1,-6.682500458E1,-5.795625305E1,-1.031062546E2
5.230082123E1,-6.710625458E1,-5.941875076E1,-1.031062546E2
5.232081853E1,-6.712500000E1,-5.808750153E1,-1.034437561E2
5.234082392E1,-6.736875153E1,-5.891250229E1,-1.032187576E2
5.236082401E1,-6.735000610E1,-5.881875229E1,-1.037812576E2
5.238081998E1,-6.763125610E1,-5.831250381E1,-1.027687531E2
5.240082151E1,-6.791250610E1,-5.821875381E1,-1.023000031E2
5.242081911E1,-6.817500305E1,-5.936250305E1,-1.025250015E2
5.244082976E1,-6.830625153E1,-5.844375229E1,-1.031062546E2
5.246082117E1,-6.832500458E1,-5.853750229E1,-1.021875076E2
5.248081997E1,-6.845625305E1,-5.906250381E1,-1.026375046E2
5.250082612E1,-6.862500000E1,-6.039375305E1,-1.022812576E2
5.252082657E1,-6.868125153E1,-5.968125153E1,-1.025250015E2
5.254082312E1,-6.890625000E1,-6.031875229E1,-1.017187576E2
5.256082684E1,-6.873750305E1,-5.866875076E1,-1.006875076E2
5.258082447E1,-6.890625000E1,-6.009375381E1,-1.016062546E2
5.260083193E1,-6.913125610E1,-6.073125076E1,-1.020562515E2
5.262083104E1,-6.911250305E1,-6.041250229E1,-1.014750061E2
5.264082876E1,-6.918750000E1,-5.990625381E1,-1.018312531E2
5.266082302E1,-6.969375610E1,-6.035625076E1,-1.017187576E2
5.268082502E1,-6.935625458E1,-6.114375305E1,-1.018312531E2
5.270082448E1,-6.954375458E1,-6.095625305E1,-1.013625031E2
5.272082275E1,-6.958125305E1,-6.003750229E1,-1.016062546E2
5.274081573E1,-6.941250610E1,-6.063750076E1,-1.020562515E2
5.276081294E1,-6.946875000E1,-5.983125305E1,-1.019437561E2
5.278082397E1,-6.982500458E1,-5.923125076E1,-1.014750061E2
5.280082512E1,-6.988125610E1,-6.024375153E1,-1.005562515E2
5.282082200E1,-6.971250153E1,-6.076875305E1,-1.017187576E2
5.284082648E1,-6.993750000E1,-6.106875229E1,-1.005562515E2
5.286082462E1,-7.010625458E1,-6.067500305E1,-1.005562515E2
5.288082402E1,-7.012500000E1,-6.108750153E1,-1.008937531E2
5.290081532E1,-7.001250458E1,-6.067500305E1,-1.012500076E2
5.292081806E1,-7.046250153E1,-6.181875229E1,-1.006687546E2
5.294081416E1,-7.070625305E1,-6.080625153E1,-1.010062561E2
5.296081894E1,-7.046250153E1,-6.048750305E1,-1.027312546E2
5.298081844E1,-7.123125458E1,-6.144375229E1,-1.002187576E2
5.300082555E1,-7.074375153E1,-6.151875305E1,-1.003125076E2
5.302082468E1,-7.111875153E1,-6.112500381E1,-9.963750458E1
5.304081991E1,-7.175625610E1,-6.238125229E1,-1.005562515E2
5.306082346E1,-7.145625305E1,-6.195000076E1,-9.952500153E1
5.308082576E1,-7.160625458E1,-6.103125381E1,-9.928125763E1
5.310082812E1,-7.164375305E1,-6.185625076E1,-9.973125458E1
5.312083055E1,-7.177500153E1,-6.238125229E1,-9.950625610E1
5.314082804E1,-7.171875000E1,-6.155625153E1,-9.973125458E1
5.316082214E1,-7.207500458E1,-6.238125229E1,-9.894375610E1
5.318082470E1,-7.213125610E1,-6.208125305E1,-1.000875015E2
5.320082200E1,-7.205625153E1,-6.219375229E1,-9.986250305E1
5.322082923E1,-7.233750153E1,-6.221250153E1,-1.000875015E2
5.324082965E1,-7.226250458E1,-6.260625076E1,-9.939375305E1
5.326082585E1,-7.273125458E1,-6.211875153E1,-9.973125458E1
5.328082985E1,-7.233750153E1,-6.178125381E1,-9.858750153E1
5.330082908E1,-7.282500458E1,-6.181875229E1,-9.858750153E1
5.332082410E1,-7.310625458E1,-6.335625076E1,-9.847500610E1
5.334082612E1,-7.275000000E1,-6.221250153E1,-9.823125458E1
5.336082664E1,-7.290000153E1,-6.140625381E1,-9.813750458E1
5.338082563E1,-7.333125305E1,-6.245625305E1,-9.813750458E1
5.340081514E1,-7.321875000E1,-6.183750153E1,-9.823125458E1
5.342081564E1,-7.314375305E1,-6.243750381E1,-9.778125763E1
5.344081257E1,-7.327500153E1,-6.296250153E1,-9.870000458E1
5.346081681E1,-7.385625458E1,-6.288750076E1,-9.731250763E1
5.348081675E1,-7.355625153E1,-6.266250229E1,-9.778125763E1
5.350082200E1,-7.366875458E1,-6.286875153E1,-9.742500305E1
5.352082236E1,-7.387500000E1,-6.328125381E1,-9.766875458E1
5.354082024E1,-7.396875000E1,-6.318750381E1,-9.742500305E1
5.356082490E1,-7.430625153E1,-6.196875381E1,-9.571875000E1
5.358082520E1,-7.421250153E1,-6.401250458E1,-9.766875458E1
5.360082140E1,-7.449375153E1,-6.382500076E1,-9.708750153E1
5.362082542E1,-7.413750458E1,-6.442500305E1,-9.697500610E1
5.364082431E1,-7.447500610E1,-6.495000458E1,-9.684375763E1
5.366081747E1,-7.445625305E1,-6.463125610E1,-9.697500610E1
5.368081939E1,-7.456875610E1,-6.331875229E1,-9.697500610E1
5.370081776E1,-7.496250153E1,-6.496875000E1,-9.626250458E1
5.372082286E1,-7.481250000E1,-6.568125153E1,-9.603750610E1
5.374082468E1,-7.494375610E1,-6.487500000E1,-9.626250458E1
5.376082267E1,-7.486875153E1,-6.506250000E1,-9.592500305E1
5.378082796E1,-7.535625458E1,-6.508125305E1,-9.626250458E1
5.380082605E1,-7.516875458E1,-6.487500000E1,-9.523125458E1
5.382082571E1,-7.535625458E1,-6.519375610E1,-9.581250000E1
5.384081817E1,-7.541250610E1,-6.427500153E1,-9.547500610E1
5.386081719E1,-7.558125305E1,-6.365625381E1,-9.408750153E1
5.388082682E1,-7.543125153E1,-6.468750000E1,-9.511875153E1
5.390082938E1,-7.569375610E1,-6.581250000E1,-9.568125153E1
5.392082691E1,-7.590000153E1,-6.613125610E1,-9.568125153E1
5.394083218E1,-7.591875458E1,-6.633750153E1,-9.511875153E1
5.396083010E1,-7.601250458E1,-6.440625000E1,-9.363750458E1
5.398083023E1,-7.591875458E1,-6.624375153E1,-9.545625305E1
5.400082000E1,-7.601250458E1,-6.645000458E1,-9.500625610E1
5.402082278E1,-7.590000153E1,-6.603750610E1,-9.500625610E1
5.404081762E1,-7.642500305E1,-6.656250000E1,-9.420000458E1
5.406082321E1,-7.629375458E1,-6.605625153E1,-9.500625610E1
5.408082398E1,-7.610625458E1,-6.583125305E1,-9.397500610E1
5.410081935E1,-7.640625000E1,-6.616875458E1,-9.476250458E1
5.412082168E1,-7.621875000E1,-6.646875000E1,-9.476250458E1
5.414081985E1,-7.653750610E1,-6.688125610E1,-9.418125153E1
5.416082550E1,-7.678125000E1,-6.596250153E1,-9.361875153E1
5.418082890E1,-7.696875000E1,-6.568125153E1,-9.442500305E1
5.420083144E1,-7.685625458E1,-6.729375458E1,-9.384375000E1
5.422083501E1,-7.674375153E1,-6.699375153E1,-9.408750153E1
5.424083367E1,-7.725000000E1,-6.731250000E1,-9.350625610E1
5.426082836E1,-7.698750305E1,-6.628125000E1,-9.431250000E1
5.428082958E1,-7.691250610E1,-6.616875458E1,-9.200625610E1
5.430082599E1,-7.723125458E1,-6.712500000E1,-9.361875153E1
5.432081991E1,-7.695000458E1,-6.699375153E1,-9.258750153E1
5.434082306E1,-7.736250305E1,-6.763125610E1,-9.326250458E1
5.436082109E1,-7.725000000E1,-6.742500305E1,-9.418125153E1
5.438082862E1,-7.768125153E1,-6.459375000E1,-9.418125153E1
5.440082966E1,-7.760625458E1,-6.652500153E1,-9.350625610E1
5.442082654E1,-7.783125305E1,-6.714375305E1,-9.211875153E1
5.444083004E1,-7.762500000E1,-6.712500000E1,-9.326250458E1
5.446082954E1,-7.755000305E1,-6.733125305E1,-9.281250000E1
5.448082914E1,-7.751250458E1,-6.661875153E1,-9.258750153E1
5.450082033E1,-7.777500153E1,-6.774375153E1,-9.292500305E1
5.452082107E1,-7.770000458E1,-6.815625000E1,-9.245625305E1
5.454081868E1,-7.753125000E1,-6.875625610E1,-9.258750153E1
5.456082392E1,-7.779375458E1,-6.804375458E1,-9.223125458E1
5.458082368E1,-7.771875000E1,-6.856875610E1,-9.281250000E1
5.460081831E1,-7.779375458E1,-6.806250000E1,-9.268125153E1
5.462082143E1,-7.771875000E1,-6.836250305E1,-9.234375000E1
5.464082173E1,-7.773750305E1,-6.856875610E1,-9.176250458E1
5.466081561E1,-7.792500305E1,-6.888750458E1,-9.234375000E1
5.468082035E1,-7.771875000E1,-6.671250153E1,-9.189375305E1
5.470082002E1,-7.809375000E1,-6.826875305E1,-9.223125458E1
5.472082711E1,-7.807500458E1,-6.950625610E1,-9.187500000E1
5.474082841E1,-7.826250458E1,-6.766875458E1,-9.108750153E1
5.476082284E1,-7.790625000E1,-6.795000458E1,-9.097500610E1
5.478082567E1,-7.816875458E1,-6.624375153E1,-9.303750610E1
5.480082424E1,-7.807500458E1,-6.776250458E1,-9.142500305E1
5.482082523E1,-7.837500000E1,-6.787500000E1,-9.131250000E1
5.484081754E1,-7.811250305E1,-6.879375458E1,-9.256875610E1
5.486081878E1,-7.833750153E1,-6.898125458E1,-9.073125458E1
5.488081607E1,-7.826250458E1,-6.766875458E1,-9.097500610E1
5.490082218E1,-7.850625610E1,-6.665625000E1,-9.153750610E1
5.492081978E1,-7.824375153E1,-6.909375000E1,-9.176250458E1
5.494082528E1,-7.828125000E1,-6.806250000E1,-9.108750153E1
5.496082777E1,-7.850625610E1,-6.817500305E1,-9.039375305E1
5.498082320E1,-7.852500153E1,-6.879375458E1,-9.142500305E1
5.500082887E1,-7.818750000E1,-6.785625458E1,-9.097500610E1
5.502082876E1,-7.861875153E1,-6.849375153E1,-9.073125458E1
5.504082453E1,-7.833750153E1,-6.879375458E1,-9.084375000E1
5.506082654E1,-7.845000458E1,-6.909375000E1,-9.084375000E1
5.508083042E1,-7.876875305E1,-6.973125458E1,-9.084375000E1
5.510082317E1,-7.878750610E1,-6.830625153E1,-9.142500305E1
5.512082618E1,-7.869375610E1,-6.991875458E1,-8.970000458E1
5.514082364E1,-7.878750610E1,-6.982500458E1,-9.108750153E1
5.516082955E1,-7.878750610E1,-6.973125458E1,-9.026250458E1
5.518082998E1,-7.869375610E1,-6.982500458E1,-8.992500305E1
5.520082653E1,-7.863750458E1,-6.890625000E1,-9.061875153E1
5.522083012E1,-7.880625153E1,-7.003125000E1,-9.016875458E1
5.524082767E1,-7.899375153E1,-7.003125000E1,-8.958750153E1
5.526082190E1,-7.910625458E1,-7.014375305E1,-8.970000458E1
5.528082608E1,-7.891875458E1,-6.840000153E1,-8.958750153E1
5.530082955E1,-7.903125000E1,-6.892500305E1,-8.911875153E1
5.532082418E1,-7.938750458E1,-6.984375000E1,-8.878125000E1
5.534082698E1,-7.920000458E1,-7.005000305E1,-8.878125000E1
5.536082536E1,-7.921875000E1,-7.025625610E1,-8.878125000E1
5.538081915E1,-7.936875153E1,-7.128750610E1,-8.842500305E1
5.540082076E1,-7.940625000E1,-7.016250610E1,-8.831250000E1
5.542081796E1,-7.929375458E1,-7.005000305E1,-8.808750153E1
5.544083089E1,-7.944375610E1,-7.087500000E1,-8.797500610E1
5.546084206E1,-7.948125458E1,-6.995625305E1,-8.808750153E1
5.548083619E1,-7.927500153E1,-6.954375458E1,-8.831250000E1
5.550083754E1,-7.927500153E1,-6.931875610E1,-8.613750458E1
5.552083478E1,-7.923750305E1,-7.066875458E1,-8.958750153E1
5.554082631E1,-7.963125610E1,-7.231875610E1,-8.773125458E1
5.556083052E1,-7.980000305E1,-7.190625000E1,-8.773125458E1
5.558083042E1,-7.929375458E1,-7.179375458E1,-8.889375305E1
5.560082285E1,-7.948125458E1,-7.179375458E1,-8.900625610E1
5.562082567E1,-7.961250305E1,-7.220625305E1,-8.842500305E1
5.564082316E1,-7.957500458E1,-7.160625458E1,-8.876250458E1
5.566081774E1,-7.938750458E1,-7.158750153E1,-8.889375305E1
5.568082125E1,-7.936875153E1,-7.117500305E1,-8.853750610E1
5.570081866E1,-7.920000458E1,-7.168125153E1,-8.820000458E1
5.572082357E1,-7.940625000E1,-7.179375458E1,-8.739375305E1
5.574082546E1,-7.955625153E1,-7.250625610E1,-8.705625153E1
5.576082064E1,-7.968750000E1,-7.149375153E1,-8.739375305E1
5.578082563E1,-7.955625153E1,-7.261875153E1,-8.647500610E1
5.580082570E1,-7.968750000E1,-7.181250000E1,-8.866875458E1
5.582082196E1,-7.944375610E1,-7.271250153E1,-8.773125458E1
5.584082604E1,-7.963125610E1,-7.241250610E1,-8.820000458E1
5.586082775E1,-7.966875458E1,-7.160625458E1,-8.876250458E1
5.588082031E1,-7.955625153E1,-7.261875153E1,-8.750625610E1
5.590082620E1,-7.983750153E1,-7.261875153E1,-8.705625153E1
5.592082823E1,-7.976250458E1,-7.119375610E1,-8.739375305E1
5.594082195E1,-7.989375305E1,-7.181250000E1,-8.773125458E1
5.596082402E1,-7.987500000E1,-7.293750000E1,-8.647500610E1
5.598082181E1,-7.965000153E1,-7.261875153E1,-8.705625153E1
5.600082740E1,-7.998750305E1,-7.171875000E1,-8.739375305E1
5.602082590E1,-8.038125610E1,-7.183125305E1,-8.784375000E1
5.604082049E1,-8.008125305E1,-7.203750610E1,-8.784375000E1
5.606082544E1,-7.993125153E1,-7.263750458E1,-8.808750153E1
5.608082280E1,-8.023125458E1,-7.254375458E1,-8.681250000E1
5.610083083E1,-8.004375458E1,-7.273125458E1,-8.739375305E1
5.612083213E1,-8.008125305E1,-7.149375153E1,-8.531250000E1
5.614082935E1,-8.047500610E1,-7.183125305E1,-8.716875458E1
5.616082165E1,-8.004375458E1,-7.263750458E1,-8.636250305E1
5.618082898E1,-7.993125153E1,-7.231875610E1,-8.647500610E1
5.620082395E1,-8.004375458E1,-7.273125458E1,-8.623125458E1
